LSOA11CD,Total
E01013199,996
E01013200,"1,222"
E01013201,"1,540"
E01013202,"1,432"
E01013203,"1,515"
E01013204,"1,368"
E01013205,"1,355"
E01013206,"1,338"
E01013207,"1,325"
E01013208,"1,369"
E01013209,"1,428"
E01013210,"1,373"
E01013211,"1,402"
E01013212,"1,346"
E01013213,"1,143"
E01013214,"1,453"
E01013215,"1,658"
E01013216,"1,180"
E01013217,"1,370"
E01013218,"1,315"
E01013219,"1,481"
E01013220,"1,567"
E01013221,"1,697"
E01013222,"1,541"
E01013224,"1,992"
E01013225,"1,158"
E01013226,"1,425"
E01013227,"1,492"
E01013228,"1,503"
E01013229,"1,586"
E01013231,"1,541"
E01013233,"1,334"
E01013234,"1,361"
E01033414,"2,873"
E01035473,"2,151"
E01035474,"1,483"
E01035475,"1,729"
E01035476,"2,514"
E01035477,"1,865"
E01035478,"2,039"
E01035479,"1,307"
E01035480,"1,663"
E01013236,"1,619"
E01013237,"1,787"
E01013238,"1,653"
E01013239,"1,460"
E01013241,"1,489"
E01013242,"1,854"
E01013243,"2,266"
E01013244,"1,959"
E01013245,"1,462"
E01013246,"1,539"
E01013247,"1,695"
E01013248,"1,774"
E01013249,"1,791"
E01013250,"1,719"
E01013251,"1,769"
E01013252,"1,649"
E01013253,"1,902"
E01013254,"1,779"
E01013255,"2,103"
E01013256,"2,487"
E01013257,"1,858"
E01013258,"1,736"
E01013259,"2,026"
E01013260,"1,389"
E01013261,"1,363"
E01013262,"1,277"
E01013263,"1,366"
E01013264,"1,810"
E01013265,"1,645"
E01013266,"1,811"
E01013267,"1,235"
E01013268,"1,208"
E01013269,"1,769"
E01013270,"2,021"
E01013271,"2,022"
E01013272,"1,672"
E01013273,"1,697"
E01013274,"1,979"
E01013275,"1,453"
E01013276,"1,599"
E01013277,"1,409"
E01013278,"1,600"
E01013279,"1,562"
E01013280,"1,435"
E01013281,"1,435"
E01013282,"1,602"
E01013283,"1,493"
E01013284,"1,516"
E01013285,"1,194"
E01013286,"2,264"
E01013287,"1,478"
E01013288,"1,498"
E01013289,"1,563"
E01013290,"1,708"
E01013291,"1,612"
E01013292,"1,743"
E01013293,"1,484"
E01013294,"1,577"
E01013295,"1,373"
E01013296,"1,819"
E01013297,"2,571"
E01013298,"1,774"
E01013299,"1,630"
E01013300,"1,784"
E01013301,"1,661"
E01013302,"1,596"
E01013303,"1,305"
E01013304,"1,616"
E01013305,"1,676"
E01013306,"1,602"
E01013307,"1,769"
E01013308,"1,797"
E01013309,"1,600"
E01013310,"1,465"
E01013311,"1,822"
E01013312,"1,880"
E01013313,"1,532"
E01013314,"1,547"
E01013315,"1,518"
E01013316,"1,415"
E01013317,"1,377"
E01013318,"1,495"
E01013319,"2,064"
E01013320,"1,282"
E01013321,"1,610"
E01013322,"2,171"
E01013323,"1,540"
E01013324,"1,463"
E01013325,"1,497"
E01013326,"1,552"
E01013327,"1,372"
E01013328,"1,225"
E01013329,"1,880"
E01013330,"1,889"
E01013331,"1,578"
E01013332,"1,859"
E01013333,"1,636"
E01013334,"1,657"
E01033296,"1,387"
E01033297,"1,754"
E01035481,"1,404"
E01035482,"1,242"
E01035483,"1,378"
E01013335,"1,602"
E01013336,"1,520"
E01013337,"1,622"
E01013338,"2,341"
E01013339,"1,561"
E01013340,"1,280"
E01013341,"1,324"
E01013342,"1,490"
E01013343,"1,722"
E01013344,"1,371"
E01013345,"1,675"
E01013346,"1,677"
E01013347,"1,601"
E01013348,"1,702"
E01013349,"1,404"
E01013350,"1,639"
E01013351,"1,935"
E01013352,"1,737"
E01013353,"1,607"
E01013354,"1,322"
E01013355,"1,753"
E01013356,"1,382"
E01013357,"2,322"
E01013358,"1,517"
E01013359,"1,567"
E01013360,"1,790"
E01013361,"1,663"
E01013362,"2,022"
E01013363,"2,951"
E01013364,"1,834"
E01013366,"1,713"
E01013368,"2,106"
E01013369,"1,660"
E01013370,"1,492"
E01013371,"1,465"
E01013372,"1,559"
E01013373,"1,518"
E01013374,"1,503"
E01013375,"1,250"
E01013376,"1,404"
E01013377,"1,550"
E01013378,"6,135"
E01013379,"1,397"
E01013380,"1,646"
E01013381,"1,614"
E01013382,"1,650"
E01013383,"2,760"
E01013384,"1,607"
E01013385,"1,389"
E01013386,"1,742"
E01013387,"1,591"
E01013388,993
E01013389,"1,165"
E01013390,"1,432"
E01013391,"1,944"
E01013392,"1,647"
E01013393,"1,477"
E01013394,"1,426"
E01013395,"1,401"
E01013396,"1,517"
E01013397,"1,497"
E01013398,"1,538"
E01013399,"1,746"
E01013400,"1,649"
E01013401,"1,605"
E01013402,"1,711"
E01013403,"1,834"
E01013404,"1,705"
E01013405,"1,379"
E01013406,"2,021"
E01013407,"1,439"
E01013408,"1,248"
E01013409,"1,817"
E01013410,"1,350"
E01013411,"1,429"
E01013412,"2,154"
E01013413,"1,604"
E01013414,"1,742"
E01013416,"1,471"
E01013417,"1,779"
E01013418,"1,479"
E01013419,"2,725"
E01013420,"2,022"
E01013421,"1,563"
E01013422,"1,757"
E01013423,"1,312"
E01013424,"1,294"
E01013425,"1,524"
E01013426,"1,741"
E01013427,"1,432"
E01013428,"1,761"
E01013429,"1,971"
E01013430,"1,683"
E01013431,"2,163"
E01013432,"1,997"
E01013433,"1,372"
E01013434,"1,469"
E01013435,"1,443"
E01013436,"1,733"
E01013437,"1,433"
E01013438,"1,997"
E01013439,"1,384"
E01013440,"1,860"
E01013441,"1,497"
E01013442,"1,462"
E01013443,"1,603"
E01013444,"1,534"
E01013445,"1,548"
E01013446,"1,625"
E01013447,"1,488"
E01013448,"1,444"
E01013449,"1,646"
E01013450,"1,247"
E01013451,"1,264"
E01013452,"1,677"
E01033067,"1,589"
E01033068,"1,042"
E01033069,"1,001"
E01033070,"2,584"
E01034761,"1,691"
E01034762,"1,390"
E01013453,"2,286"
E01013454,"1,445"
E01013455,"1,939"
E01013456,"1,835"
E01013457,"1,757"
E01013458,"1,825"
E01013459,"2,075"
E01013460,"1,769"
E01013461,"1,726"
E01013462,"1,562"
E01013463,"1,512"
E01013464,"1,422"
E01013465,"1,606"
E01013466,"1,526"
E01013467,"1,382"
E01013468,"1,608"
E01013469,"1,330"
E01013470,"1,350"
E01013471,"1,862"
E01013472,"2,359"
E01013473,"1,616"
E01013474,"1,533"
E01013475,"1,686"
E01013476,"1,385"
E01013477,"1,723"
E01013480,"2,163"
E01013481,"2,017"
E01013483,"2,003"
E01013484,"2,190"
E01013485,"2,278"
E01013486,"2,186"
E01013487,"2,665"
E01013488,"1,543"
E01013489,"1,536"
E01013490,"1,546"
E01013491,"1,676"
E01013492,"1,658"
E01013493,"1,584"
E01013494,"1,926"
E01013495,"1,878"
E01013496,"1,467"
E01013497,"1,814"
E01013498,"1,458"
E01013499,"1,527"
E01013500,"1,687"
E01013501,"1,493"
E01013502,"1,498"
E01013503,"1,569"
E01013504,"1,909"
E01013505,"1,488"
E01013506,"1,504"
E01013507,"1,536"
E01013508,"1,300"
E01013509,"1,639"
E01013510,"1,588"
E01013511,"1,580"
E01013512,"1,419"
E01013513,"1,329"
E01013514,"1,491"
E01013515,"2,055"
E01013517,"1,452"
E01013518,"1,523"
E01013519,"1,593"
E01013520,"1,981"
E01013521,"1,345"
E01013522,"1,938"
E01013523,"1,820"
E01013524,"2,562"
E01013525,"1,874"
E01013526,"1,629"
E01013527,"1,585"
E01013528,"1,559"
E01013529,"2,264"
E01013530,"1,824"
E01013531,"1,462"
E01013532,"1,486"
E01013533,"1,618"
E01013534,"1,635"
E01013535,"1,706"
E01013536,"1,562"
E01013537,"1,625"
E01013538,"1,461"
E01013539,"2,311"
E01013540,"1,612"
E01013541,"1,803"
E01013542,"2,415"
E01013543,"1,700"
E01013544,"1,874"
E01013545,"1,717"
E01013546,"1,706"
E01013547,"1,798"
E01013548,"1,704"
E01013549,"1,487"
E01013550,"1,243"
E01013551,"1,741"
E01013552,"1,700"
E01013553,"1,541"
E01013554,"1,545"
E01013555,"2,680"
E01013556,"1,379"
E01013557,"1,355"
E01013558,"2,613"
E01013559,"1,341"
E01013560,"1,376"
E01013561,"1,494"
E01013562,"1,349"
E01013563,"1,361"
E01013564,"2,529"
E01013565,"2,036"
E01013566,"2,394"
E01013567,"2,351"
E01013568,"2,627"
E01013569,"1,852"
E01013570,"2,552"
E01013571,"2,056"
E01013572,"1,745"
E01013573,"2,137"
E01013574,"1,932"
E01013575,"1,471"
E01013576,"1,361"
E01013577,"1,478"
E01013578,"1,291"
E01013579,"1,370"
E01013580,"1,410"
E01013581,"1,538"
E01013582,"1,494"
E01013583,"1,848"
E01013584,"2,038"
E01013585,"2,048"
E01013586,"1,773"
E01013587,"1,638"
E01013588,"1,549"
E01013589,"1,667"
E01013590,"2,330"
E01013591,"2,195"
E01013592,"1,388"
E01013593,"1,429"
E01013594,"1,333"
E01013595,"2,463"
E01013596,"1,493"
E01013597,"1,595"
E01013598,"1,576"
E01013599,"1,412"
E01033166,"1,298"
E01033167,"1,263"
E01033168,"1,308"
E01033169,"1,743"
E01033170,"1,258"
E01033171,"1,622"
E01033172,"1,573"
E01034256,"1,552"
E01034257,"1,576"
E01013600,"2,150"
E01013601,"1,876"
E01013602,"1,946"
E01013603,"1,735"
E01013604,"1,877"
E01013605,"2,083"
E01013606,"1,938"
E01013608,"1,582"
E01013609,"1,569"
E01013610,"1,715"
E01013611,"1,713"
E01013612,"1,815"
E01013613,"1,870"
E01013614,"1,729"
E01013615,"1,749"
E01013616,"1,648"
E01013617,"2,699"
E01013618,"1,630"
E01013619,"1,833"
E01013620,"1,888"
E01013621,"2,430"
E01013622,"1,757"
E01013623,"2,249"
E01013624,"1,725"
E01013625,"2,190"
E01013626,"2,013"
E01013627,"1,367"
E01013628,"1,764"
E01013629,"1,796"
E01013630,"2,020"
E01013631,"1,577"
E01013632,"1,883"
E01013633,"1,683"
E01013634,"1,494"
E01013635,"1,570"
E01013636,"1,370"
E01013637,"2,102"
E01013638,"1,741"
E01013639,"1,651"
E01013640,"2,072"
E01013641,"1,507"
E01013642,"1,661"
E01013643,"1,810"
E01013648,"3,471"
E01013649,"1,348"
E01013650,"1,706"
E01013651,"2,171"
E01013652,"2,116"
E01013653,"2,998"
E01013654,"2,674"
E01013655,"2,723"
E01013656,"2,199"
E01013657,"1,907"
E01013658,"2,859"
E01013659,"2,234"
E01013660,"2,045"
E01013661,"1,952"
E01013662,"1,962"
E01013663,"1,825"
E01013664,"1,828"
E01013665,"2,311"
E01013666,"1,715"
E01013667,"1,609"
E01013668,"1,377"
E01013669,"1,580"
E01013670,"2,025"
E01013671,"1,968"
E01013672,"1,549"
E01013673,"1,695"
E01013674,"1,568"
E01013675,"1,750"
E01013676,"2,188"
E01013677,"1,509"
E01013678,"1,783"
E01013679,"1,601"
E01013680,"2,105"
E01013681,"2,029"
E01013682,"1,902"
E01013683,"2,385"
E01013684,"2,351"
E01013685,"1,510"
E01013686,"1,871"
E01013687,"1,694"
E01013688,"1,970"
E01013689,"1,973"
E01013690,"2,279"
E01013691,"1,743"
E01013692,"1,477"
E01013693,"1,627"
E01013694,"2,283"
E01013696,"2,493"
E01013698,"1,700"
E01013699,"2,011"
E01013700,"1,630"
E01013702,"1,624"
E01013703,"1,309"
E01013704,"1,466"
E01013705,"1,634"
E01013706,"1,666"
E01013707,"1,622"
E01013709,"1,665"
E01013710,"1,410"
E01013711,"1,672"
E01013712,"1,309"
E01013713,"1,853"
E01013714,"1,890"
E01013715,"1,481"
E01013717,"1,652"
E01013718,"1,908"
E01013719,"1,965"
E01013720,"1,945"
E01013721,"1,720"
E01013722,"2,028"
E01013723,"1,483"
E01013725,"1,659"
E01013726,"1,942"
E01013727,"1,704"
E01013728,"1,839"
E01013729,"1,266"
E01013730,"1,761"
E01013731,"1,585"
E01013732,"2,529"
E01013733,"2,030"
E01013734,"1,441"
E01013735,"1,216"
E01013736,"2,180"
E01013737,"1,377"
E01013738,"1,413"
E01013739,"1,502"
E01013740,"1,503"
E01013741,"1,717"
E01013742,"1,799"
E01013743,"2,177"
E01013744,"1,827"
E01013745,"1,692"
E01013746,"1,849"
E01013747,"2,023"
E01013748,"1,909"
E01013749,"1,583"
E01013750,"1,547"
E01013751,"1,955"
E01013752,"1,601"
E01013753,"1,789"
E01013754,"2,486"
E01013755,"2,448"
E01013756,"2,057"
E01013757,"1,701"
E01013758,"1,648"
E01013759,"1,902"
E01013760,"1,861"
E01013761,"2,011"
E01013762,"1,769"
E01013763,"2,183"
E01013764,"1,642"
E01013765,"1,872"
E01013766,"2,034"
E01013767,"1,715"
E01013768,"2,006"
E01013770,"1,500"
E01013771,"1,701"
E01013772,"1,688"
E01013773,"1,453"
E01013774,"1,825"
E01013776,"1,878"
E01013777,"1,860"
E01013779,"2,072"
E01013780,"1,618"
E01013781,"1,669"
E01013782,"1,491"
E01013783,"1,529"
E01013784,"1,321"
E01013785,"1,552"
E01013786,"1,614"
E01032597,"1,556"
E01032599,"1,630"
E01032602,"1,802"
E01032862,"2,246"
E01032863,"2,335"
E01032865,"2,073"
E01032868,"2,635"
E01032872,"1,156"
E01032873,"1,921"
E01034008,"1,848"
E01034009,"1,602"
E01034010,"1,763"
E01034011,"1,425"
E01034012,"1,205"
E01034013,"1,896"
E01034014,"1,455"
E01034015,"1,357"
E01034016,"1,893"
E01034017,"1,675"
E01034018,"1,532"
E01034019,"1,742"
E01034020,"3,457"
E01034021,"1,251"
E01034022,"2,741"
E01034023,"1,196"
E01034024,"1,923"
E01034025,"2,046"
E01013787,"1,252"
E01013788,"3,853"
E01013789,"1,377"
E01013790,"2,479"
E01013791,"1,165"
E01013792,"1,697"
E01013793,"1,408"
E01013794,"1,364"
E01013795,"1,170"
E01013796,"1,476"
E01013797,"1,687"
E01013798,"1,334"
E01013799,"1,669"
E01013800,"1,475"
E01013803,"2,272"
E01013804,"1,565"
E01013805,"1,324"
E01013806,"1,818"
E01013807,"1,303"
E01013808,"1,624"
E01013809,"1,259"
E01035102,"1,592"
E01035103,"1,208"
E01035104,"1,372"
E01035105,"1,363"
E01035106,"1,236"
E01013810,"1,966"
E01013811,"1,344"
E01013812,"1,597"
E01013813,"2,776"
E01013814,"2,123"
E01013815,"2,028"
E01013816,"3,826"
E01013817,"1,747"
E01013818,"1,677"
E01013819,"1,761"
E01013820,"1,724"
E01013821,"1,746"
E01013822,"1,892"
E01013823,"1,779"
E01013824,"1,636"
E01013825,"2,003"
E01013826,"1,907"
E01013827,"1,389"
E01013828,"1,820"
E01013829,"1,711"
E01013830,"1,592"
E01013831,"1,523"
E01013832,"1,830"
E01013833,"1,334"
E01013834,"1,557"
E01013835,"1,626"
E01013836,"2,019"
E01013837,"2,048"
E01013838,"1,777"
E01013839,"1,999"
E01013840,"2,514"
E01013841,"1,631"
E01013842,"1,930"
E01013843,"2,159"
E01013844,"1,728"
E01013845,"1,931"
E01013846,"1,699"
E01013847,"1,571"
E01013849,"1,533"
E01013850,"1,459"
E01013851,"1,479"
E01013852,"1,675"
E01013853,"1,560"
E01013854,"1,487"
E01013855,"1,667"
E01013856,"1,606"
E01013858,"1,432"
E01013859,"1,491"
E01013860,"1,710"
E01013861,"1,595"
E01013862,"1,552"
E01013863,"1,502"
E01013864,"2,200"
E01013865,"1,579"
E01013866,"1,483"
E01013867,"1,628"
E01013868,"1,510"
E01013870,"2,361"
E01013871,"1,774"
E01013872,"1,962"
E01013873,"1,731"
E01013874,"1,682"
E01013875,"1,236"
E01013876,"1,700"
E01013877,"1,544"
E01013878,"1,349"
E01013879,"1,298"
E01013880,"1,528"
E01013881,"1,541"
E01013882,"1,476"
E01013883,"1,447"
E01013884,"1,340"
E01013885,"1,678"
E01013886,"1,449"
E01013887,"1,661"
E01013888,"1,618"
E01013889,"1,682"
E01013890,"1,521"
E01013891,"1,733"
E01013892,"1,379"
E01013893,"1,486"
E01013894,"1,508"
E01013895,"1,445"
E01013896,"1,305"
E01013897,"1,511"
E01013898,"2,257"
E01013899,"1,300"
E01013900,"1,505"
E01013901,"1,512"
E01013902,"1,874"
E01013903,"1,190"
E01013904,"1,572"
E01013905,"1,503"
E01013906,"1,741"
E01013907,"1,526"
E01013908,"1,479"
E01013909,"1,474"
E01013910,"1,560"
E01013911,"1,519"
E01013912,"1,436"
E01013913,"1,779"
E01013914,"1,726"
E01013915,"1,566"
E01013916,"1,522"
E01013917,"1,921"
E01013918,"1,955"
E01013919,"1,946"
E01013920,"2,285"
E01013921,"2,209"
E01013928,"1,470"
E01013929,"2,075"
E01013930,"1,969"
E01013931,"2,170"
E01013932,"2,503"
E01013933,"1,962"
E01013934,"1,626"
E01013935,"1,446"
E01013936,"2,105"
E01013937,"1,800"
E01013938,"1,587"
E01013939,"1,419"
E01013940,"1,897"
E01013941,"1,912"
E01013942,"2,170"
E01013943,"1,849"
E01013944,"1,807"
E01013945,"2,295"
E01013947,"2,000"
E01013948,"1,375"
E01013953,"1,895"
E01013954,"1,947"
E01013957,"1,595"
E01013958,"1,744"
E01013959,"1,907"
E01013960,"1,805"
E01013961,"2,297"
E01013962,"2,076"
E01013963,"1,499"
E01013964,"1,818"
E01013965,"1,442"
E01013966,"1,374"
E01013967,"1,846"
E01013968,"1,404"
E01013969,"1,764"
E01013970,"1,555"
E01013971,"1,557"
E01013972,"1,500"
E01013977,"1,942"
E01013978,"1,849"
E01013979,"1,723"
E01013980,"1,721"
E01013981,"1,773"
E01013982,"1,743"
E01013983,"1,344"
E01013984,"1,470"
E01013985,"1,759"
E01032520,"1,898"
E01032522,"2,376"
E01032621,"1,540"
E01033395,"3,080"
E01033396,"1,070"
E01033397,"1,943"
E01033398,"1,170"
E01033399,"2,475"
E01033400,"2,649"
E01033402,"1,304"
E01033407,"1,092"
E01033409,"1,474"
E01033410,"2,565"
E01033411,"1,163"
E01035500,"1,983"
E01035501,"2,290"
E01035502,"2,698"
E01035503,"1,939"
E01035504,"1,633"
E01035505,"2,914"
E01035506,"2,093"
E01035507,"4,642"
E01035508,"4,831"
E01013986,"1,613"
E01013987,"1,641"
E01013988,"1,826"
E01013989,"1,544"
E01013990,"2,112"
E01013991,"1,353"
E01013992,"1,544"
E01013993,"1,586"
E01013994,"1,415"
E01013995,"1,832"
E01013996,"1,553"
E01013997,"1,879"
E01013998,"1,407"
E01013999,"1,624"
E01014000,"1,330"
E01014001,"1,647"
E01014002,"1,407"
E01014003,"1,601"
E01014004,"1,452"
E01014005,"1,700"
E01014006,"1,575"
E01014008,"1,596"
E01014009,"1,572"
E01014010,"1,846"
E01014011,"1,458"
E01014012,"1,695"
E01014013,"2,032"
E01014014,"1,894"
E01014015,"1,605"
E01014016,"1,531"
E01014017,"1,445"
E01014018,"1,543"
E01014019,"1,519"
E01014020,"1,616"
E01014021,"1,454"
E01014022,"2,349"
E01014023,"1,938"
E01014024,"1,278"
E01014025,"1,509"
E01014026,"2,063"
E01014027,"1,433"
E01014028,"1,495"
E01014029,"1,495"
E01014030,"1,393"
E01014031,"1,605"
E01014032,"1,505"
E01014033,"1,779"
E01014034,"1,460"
E01014035,"1,705"
E01014036,"1,677"
E01014037,"1,439"
E01014038,"1,417"
E01014039,"1,659"
E01014040,"1,512"
E01014041,"1,498"
E01014042,"1,577"
E01014043,"1,048"
E01014044,"1,524"
E01014045,"1,625"
E01014046,"1,562"
E01014047,"1,439"
E01014048,"1,651"
E01014049,"1,555"
E01014050,"1,784"
E01014051,"1,843"
E01014052,"1,483"
E01014053,"1,788"
E01014054,"1,346"
E01014055,"1,695"
E01014056,"1,493"
E01014057,"1,887"
E01014058,"1,687"
E01014059,"1,923"
E01014060,"1,551"
E01014061,"1,813"
E01014062,"1,789"
E01014063,"1,757"
E01014064,"1,572"
E01014065,"1,470"
E01014066,"1,226"
E01014067,"1,369"
E01014068,"1,415"
E01014069,"1,847"
E01014070,"2,320"
E01014071,"1,470"
E01014072,"1,978"
E01014073,"1,910"
E01014074,"1,478"
E01014075,"1,787"
E01014076,"2,126"
E01014077,"1,569"
E01014078,"1,397"
E01014079,"1,628"
E01014080,"1,522"
E01014081,"1,486"
E01014082,"1,818"
E01014083,"1,565"
E01014084,"1,578"
E01014085,"1,680"
E01014086,"1,463"
E01014087,"1,422"
E01014088,"1,335"
E01014089,"1,401"
E01014090,"1,489"
E01014091,"1,531"
E01014092,"1,813"
E01014093,"1,360"
E01014094,"1,435"
E01014095,"1,384"
E01014096,"1,522"
E01014097,"1,315"
E01014098,"1,678"
E01014099,"1,840"
E01014100,"1,761"
E01014101,972
E01035055,"1,592"
E01035056,"1,522"
E01014102,"1,931"
E01014103,"1,150"
E01014104,"1,775"
E01014105,"2,391"
E01014106,"1,504"
E01014107,"1,128"
E01014108,"1,480"
E01014109,"1,277"
E01014110,"1,773"
E01014111,"1,574"
E01014112,"1,815"
E01014113,"1,763"
E01014114,"1,417"
E01014115,"1,524"
E01014116,"1,762"
E01014117,"1,235"
E01014118,"1,377"
E01014119,"1,545"
E01014120,"1,768"
E01014121,"1,301"
E01014122,"1,530"
E01014123,"1,403"
E01014124,"1,528"
E01014125,"1,407"
E01014126,"1,520"
E01014127,"1,740"
E01014128,"2,438"
E01014129,"1,100"
E01014130,"1,476"
E01014131,"2,540"
E01014132,"1,032"
E01014133,"2,184"
E01014134,"1,556"
E01014135,"1,278"
E01014136,"1,849"
E01014137,"2,096"
E01014138,"1,654"
E01014139,"1,408"
E01014140,"1,393"
E01014142,"1,390"
E01014143,"1,687"
E01014144,"1,811"
E01014145,"2,027"
E01014148,"1,464"
E01014149,"1,116"
E01014150,"1,571"
E01014151,"1,411"
E01014152,"1,923"
E01014153,"1,907"
E01014154,"1,701"
E01014155,"1,910"
E01014157,"1,364"
E01014158,"1,934"
E01014159,"1,239"
E01014160,"1,235"
E01014161,"1,071"
E01014162,"1,824"
E01014163,"2,060"
E01014164,"1,716"
E01014165,"1,472"
E01014166,"1,555"
E01014167,"2,212"
E01014168,"1,343"
E01014169,"1,858"
E01014170,"1,468"
E01014171,"1,433"
E01014172,"1,326"
E01014173,"1,724"
E01014174,"1,604"
E01014175,"1,617"
E01014176,"1,573"
E01014177,"2,111"
E01014178,"1,797"
E01014179,"1,194"
E01014180,"1,352"
E01014181,"2,341"
E01014182,"1,455"
E01014183,"2,054"
E01014184,"2,235"
E01014185,"1,717"
E01014186,"1,377"
E01014187,"1,440"
E01014188,"1,371"
E01014189,"1,386"
E01014190,"1,528"
E01014191,"1,717"
E01014192,"1,455"
E01014193,"1,674"
E01014194,"1,636"
E01014195,"1,403"
E01014196,"1,521"
E01014197,"1,939"
E01014198,"1,430"
E01014199,"1,624"
E01014200,"1,367"
E01014201,"1,245"
E01014202,"2,754"
E01014203,"1,584"
E01014204,"1,979"
E01014205,"1,321"
E01014206,"1,344"
E01014207,"1,276"
E01014208,"1,344"
E01014209,"1,486"
E01035073,"1,526"
E01035074,"1,941"
E01035075,"1,151"
E01035076,"1,986"
E01035077,"1,315"
E01035078,"1,752"
E01035079,"1,436"
E01035080,"1,438"
E01035081,"1,494"
E01035082,"1,899"
E01035083,"2,294"
E01014210,"1,554"
E01014211,"1,614"
E01014212,"1,978"
E01014213,"1,298"
E01014214,"1,486"
E01014215,"1,532"
E01014216,"1,340"
E01014217,"1,441"
E01014218,"1,608"
E01014219,"1,276"
E01014220,"1,680"
E01014221,"1,624"
E01014222,"1,588"
E01014223,"1,782"
E01014224,"1,698"
E01014225,"1,473"
E01014226,"1,420"
E01014228,"1,232"
E01014229,"2,039"
E01014230,"1,595"
E01014233,"1,407"
E01014234,"1,532"
E01014235,"1,600"
E01014237,"1,652"
E01014238,"1,633"
E01014239,"1,481"
E01014240,"1,533"
E01014241,"1,597"
E01014242,"1,560"
E01014243,"1,420"
E01014244,"1,693"
E01014245,"1,646"
E01014246,"1,597"
E01014247,"1,617"
E01014248,"1,349"
E01014249,"1,822"
E01014250,"1,294"
E01014252,"1,553"
E01014253,"1,607"
E01014254,"1,900"
E01014255,"1,923"
E01014256,"1,985"
E01014257,"1,507"
E01014258,"1,497"
E01014259,"1,554"
E01014260,"1,379"
